id	identification
GB_GCA_002689905.1	TMED131 sp002689905
GB_GCA_002937995.1	GCA-002721295 sp002937995
GB_GCA_001464695.1	Ga0077523 sp001464695
GB_GCA_002338885.1	UBA1409 sp002338885
RS_GCF_900198475.1	Helicobacter_G cholecystus
GB_GCA_003210315.1	Synechococcus_C sp003210315
GB_GCA_002299555.1	UBA647 sp002299555
GB_GCA_001789855.1	GWC2-37-13 sp001789855
RS_GCF_001904635.1	Hydrococcus rivularis
GB_GCA_002720535.1	TMED109 sp002720535
GB_GCA_002780135.1	UBA12158 sp002780135
GB_GCA_002729955.1	Salinisphaera sp002729955
RS_GCF_001667885.1	Mycobacterium scrofulaceum_C
RS_GCF_900101605.1	Butyrivibrio hungatei_B
RS_GCF_002443295.1	Scalindua sp002443295
RS_GCF_000174195.1	Roseburia inulinivorans
RS_GCF_000969645.2	Iodobacter sp000969645
RS_GCF_000421965.1	Ruminiclostridium_A papyrosolvens_A
GB_GCA_900470285.1	Pseudochrobactrum sp900470285
RS_GCF_002072155.1	Roseovarius sp002072155
RS_GCF_001314995.1	Bacteroides ovatus
RS_GCF_000473045.1	Bradyrhizobium sp000473045
GB_GCA_001931535.1	Minicystis rosea
RS_GCF_003054055.1	Pontibacter mucosus
RS_GCF_002192695.1	Achromobacter xylosoxidans_C
GB_GCA_003246335.1	Spiro-10 sp003246335
RS_GCF_002742565.1	Pseudomonas_E sp002742565
RS_GCF_001583435.1	Endozoicomonas montiporae
GB_GCA_002450655.1	UBA6940 sp002450655
GB_GCA_000431775.1	CAG-177 sp000431775
RS_GCF_003003285.1	Yoonia maritima
GB_GCA_003153035.1	Fen-1467 sp003153035
GB_GCA_002401445.1	GCA-2401445 sp002401445
GB_GCA_001779925.1	2-01-FULL-46-14 sp001779925
GB_GCA_002839355.1	UBA8525 sp002839355
RS_GCF_900111325.1	Lachnobacterium bovis_A
GB_GCA_900316005.1	RF16 sp900316005
RS_GCF_000008305.1	Mesoplasma florum
RS_GCF_001592365.1	Gordonia hydrophobica
RS_GCF_001375495.1	Flaviflexus massiliensis
RS_GCF_900177665.1	Marivirga sericea
GB_GCA_002365175.1	UBA4765 sp002365175
GB_GCA_003241965.1	Hydrogenophaga sp003241965
RS_GCF_000818015.1	Pseudomonas_A balearica
RS_GCF_900141775.1	Salinivibrio sp900141775
RS_GCF_900113005.1	Sunxiuqinia elliptica
RS_GCF_002799155.1	Stenotrophomonas maltophilia_R
RS_GCF_001735805.1	Streptomyces puniciscabiei
RS_GCF_002285635.2	Chryseobacterium piperi
GB_GCA_002698365.1	GCA-002707245 sp002698365
GB_GCA_001791795.1	UBA9980 sp001791795
GB_GCA_002385985.1	UBA3924 sp002385985
GB_GCA_003252515.1	UBA4055 sp003252515
GB_GCA_002170235.1	TMED113 sp002170235
GB_GCA_001027185.1	Streptomyces incarnatus
GB_GCA_002280515.1	NCEA01 sp002280515
GB_GCA_002725925.1	GCA-002725925 sp002725925
GB_GCA_002712845.1	Rubripirellula sp002712845
RS_GCF_900113655.1	Pseudobutyrivibrio sp900113655
GB_GCA_003216435.1	AG-402-N21 sp003216435
RS_GCF_900098745.1	Actinomyces glycerinitolerans
RS_GCF_900109165.1	Bhargavaea ginsengi
RS_GCF_000633515.1	Morganella morganii_B
RS_GCF_000189775.2	Thermoanaerobacterium xylanolyticum
RS_GCF_002135355.1	Acinetobacter sp002135355
RS_GCF_900142885.1	Flavobacterium xinjiangense
RS_GCF_000231035.2	Saccharomonospora paurometabolica
RS_GCF_000722765.1	Streptococcus mitis_AQ
RS_GCF_001297015.1	Pseudomonas_E sp001297015
GB_GCA_002083485.1	SG-bin7 sp002083485
GB_GCA_001828445.1	MHYJ01 sp001828445
GB_GCA_002841605.1	UBA2227 sp002841605
GB_GCA_002453435.1	Diaphorobacter sp002453435
GB_GCA_003224995.1	Gp1-AA133 sp003224995
GB_GCA_002428805.1	Cetobacterium_A sp002428805
RS_GCF_900114925.1	Marinobacter pelagius
RS_GCF_003024485.1	Leclercia sp003024485
GB_GCA_001512555.1	DTU059 sp001512555
RS_GCF_900199405.1	OEMS01 sp900199405
RS_GCF_002933035.1	Rathayibacter iranicus
GB_GCA_001781555.1	UBA10103 sp001781555
RS_GCF_002932875.1	Rathayibacter tritici
GB_GCA_900472925.1	Agrobacterium sp900472925
GB_GCA_003141275.1	Fen-1362 sp003141275
RS_GCF_002368055.1	Aulosira laxa
GB_GCA_001819295.1	2-02-FULL-43-13 sp001819295
GB_GCA_002401495.1	UBA2100 sp002401495
RS_GCF_900099555.1	Peptoniphilus_A sp900099555
GB_GCA_002403335.1	UBA4770 sp002403335
RS_GCF_000483125.1	Atopobium fossor
RS_GCF_000218235.1	Prevotella multisaccharivorax
RS_GCF_000463155.2	Siccibacter turicensis
RS_GCF_002022265.1	Pseudomonas_E fluorescens_C
RS_GCF_002355415.1	Sulfurifustis variabilis
RS_GCF_000422205.1	Desulfohalovibrio sp000422205
RS_GCF_900129825.1	Hydrocarboniphaga daqingensis
RS_GCF_900114035.1	Amycolatopsis sacchari
RS_GCF_002119665.1	Bordetella_B sp002119665
RS_GCF_001590795.1	Bradyrhizobium sp001590795
RS_GCF_000688095.1	Conexibacter_A sp000688095
GB_GCA_002338325.1	Chryseobacterium indologenes_D
GB_GCA_001770785.1	Polaromonas sp001770785
RS_GCF_900188255.1	Hymenobacter mucosus
GB_GCA_002368955.1	UBA1711 sp002368955
GB_GCA_002435905.1	UBA5745 sp002435905
GB_GCA_002390615.1	UA16 sp002390615
GB_GCA_003162245.1	Fen-1342 sp003162245
GB_GCA_002773855.1	2-01-FULL-39-33 sp002773855
GB_GCA_001791425.1	GWA2-46-9 sp001791425
RS_GCF_001548435.1	Leptolyngbya sp001548435
RS_GCF_000878195.1	Mycolicibacterium llatzerense
RS_GCF_000429225.1	Actinomyces dentalis
RS_GCF_001650495.1	Mycolicibacterium iranicum_A
RS_GCF_000196115.1	Rhodopirellula baltica
GB_GCA_002167525.1	MS024-2A sp002167525
GB_GCA_003251455.1	Tolumonas sp003251455
RS_GCF_001458075.1	Idiomarina sp001458075
RS_GCF_001485495.1	Gordonia desulfuricans
RS_GCF_001652275.1	F0332 sp001652275
RS_GCF_001644975.1	Piscirickettsia sp001644975
RS_GCF_002243605.1	Geobacillus lituanicus
RS_GCF_900172225.1	Ruegeria_E litorea
RS_GCF_001578705.1	Streptococcus oralis_J
GB_GCA_000999315.1	UBA12470 sp000999315
GB_GCA_002421985.1	Roseovarius sp002421985
GB_GCA_002371715.1	Prevotella sp002371715
GB_GCA_002898195.1	BMS3BBIN04 sp002898195
RS_GCF_900489835.1	Aequorivita antarctica
GB_GCA_003281125.1	Prochlorococcus_A sp003281125
RS_GCF_003060895.1	Acidovorax_D sp003060895
GB_GCA_003023125.1	Salinibacter sp003023125
RS_GCF_002688685.1	Mycoplasmopsis_A bovirhinis
RS_GCF_900166985.1	Acholeplasma oculi
RS_GCF_900102615.1	Geotoga petraea
GB_GCA_002311865.1	UBA1151 sp002311865
RS_GCF_000147695.2	Thermoanaerobacter wiegelii
GB_GCA_002328165.1	UBA2156 sp002328165
RS_GCF_002814095.1	Sagittula sp002814095
RS_GCF_002135435.1	Acinetobacter sp002135435
RS_GCF_000420665.1	Ponticaulis koreensis
RS_GCF_001408335.1	Kocuria salsicia
RS_GCF_001543895.1	Streptomyces_F thermoautotrophicus
RS_GCF_001466665.1	Dehalogenimonas alkenigignens
RS_GCF_002925845.1	Roseovarius nitratireducens
GB_GCA_002501485.1	Casp-actino5 sp002501485
RS_GCF_003054025.1	Capnocytophaga leadbetteri
GB_GCA_900316045.1	RC9 sp900316045
GB_GCA_900313535.1	UBA3633 sp900313535
GB_GCA_003489085.1	UBA9414 sp003489085
GB_GCA_003308995.1	Chitinophaga sp003308995
RS_GCF_900111195.1	Gracilibacillus ureilyticus
GB_GCA_000431155.1	Paramuribaculum sp000431155
GB_GCA_002450095.1	Saccharofermentans sp002450095
RS_GCF_000755285.1	Nonlabens ulvanivorans_A
RS_GCF_900129315.1	Aliifodinibius roseus
RS_GCF_000763135.1	Helicobacter_C jaachi
RS_GCF_002086455.1	Mycolicibacter algericus
RS_GCF_000518365.1	URHD0088 sp000518365
RS_GCF_000477435.1	Symbiobacter mobilis
GB_GCA_002341585.1	Brevundimonas sp002341585
RS_GCF_002379155.1	Wolbachia pipientis_B
RS_GCF_900101705.1	Algoriphagus faecimaris
RS_GCF_002355515.1	Methylobacterium populi_A
RS_GCF_000701465.1	Paraoerskovia marina
RS_GCF_001750215.1	Isoptericola_A variabilis
RS_GCF_001428505.1	Terrabacter sp001428505
RS_GCF_000615975.1	Nitratireductor aquibiodomus
RS_GCF_000017545.1	Fervidobacterium nodosum
GB_GCA_001567405.1	OLB8 sp001567405
RS_GCF_003208075.1	Mucilaginibacter sp003208075
RS_GCF_002759055.1	Methylobacterium frigidaeris
GB_GCA_003157315.1	Fen-1137 sp003157315
GB_GCA_002748015.1	Bacteroides_D sp002748015
GB_GCA_000435535.1	CAG-269 sp000435535
GB_GCA_003484865.1	Stenotrophomonas sp003484865
GB_GCA_000433355.1	RC9 sp000433355
GB_GCA_002713705.1	GCA-002733185 sp002713705
GB_GCA_002431915.1	Acetatifactor sp002431915
RS_GCF_003201285.1	Lachnotalea glycerini
GB_GCA_003151515.1	Palsa-1447 sp003151515
GB_GCA_900317165.1	UBA733 sp900317165
GB_GCA_002491225.1	UBA7177 sp002491225
GB_GCA_003220955.1	20CM-2-65-7 sp003220955
GB_GCA_001516045.1	Desulfosporosinus sp001516045
RS_GCF_002162135.1	PSBB006 sp002162135
RS_GCF_000963005.1	Xanthomonas_A sp000963005
RS_GCF_900156415.1	Pontibacter lucknowensis
RS_GCF_002091475.1	Sphingomonas azotifigens
RS_GCF_900156885.1	Lactobacillus_H sp900156885
GB_GCA_002307725.1	UBA6038 sp002307725
RS_GCF_900129305.1	Desulfacinum infernum
RS_GCF_900099725.1	Rhodococcus triatomae
RS_GCF_900176575.1	Planomicrobium_A okeanokoites
RS_GCF_002269485.1	Pseudomonas_E fragi_B
RS_GCF_002135235.1	Acinetobacter sp002135235
RS_GCF_900162815.1	Psychrobacter pasteurii
GB_GCA_900066445.1	Bacteroides_A sp900066445
RS_GCF_900099905.1	Mesorhizobium muleiense
RS_GCF_000757905.1	Arsenophonus sp000757905
GB_GCA_001830285.1	PLOWO2-12-38-17 sp001830285
GB_GCA_003235435.1	Gallionella sp003235435
GB_GCA_002315765.1	UBA737 sp002315765
RS_GCF_001417815.1	Bifidobacterium aesculapii
GB_GCA_003134375.1	UBA11358 sp003134375
RS_GCF_003201855.1	Rivicola pingtungensis
RS_GCF_003254645.1	Microbacterium sp003254645
GB_GCA_001779055.1	2-02-FULL-39-14 sp001779055
GB_GCA_003169715.1	PALSA-188 sp003169715
RS_GCF_001274875.1	Spiroplasma kunkelii
GB_GCA_002698785.1	Arctic95D-9 sp002698785
RS_GCF_001687065.1	Prosthecochloris sp001687065
GB_GCA_002328295.1	UBA2144 sp002328295
RS_GCF_001544375.1	Enterococcus_H canis
RS_GCF_001436775.1	Lactobacillus acetotolerans
RS_GCF_001516865.1	Alcaligenes faecalis_C
RS_GCF_000775285.1	Neosynechococcus sphagnicola
RS_GCF_000160575.1	Weissella paramesenteroides
RS_GCF_000829395.1	Lactobacillus_H hokkaidonensis
RS_GCF_001698225.1	Gordonia terrae
RS_GCF_000008545.1	Thermotoga maritima
RS_GCF_003026215.1	Photobacterium indicum
RS_GCF_002938435.1	Blastococcus saxobsidens
RS_GCF_000204355.1	Gemella haemolysans_A
RS_GCF_000949475.1	Draconibacterium sediminis
RS_GCF_003054665.1	EW11 sp003054665
GB_GCA_002500745.1	Sphingobacterium sp002500745
GB_GCA_002453355.1	Psychrobacter sp002453355
GB_GCA_002422665.1	Cloacibacterium sp002422665
GB_GCA_002441465.1	Propionicimonas sp002441465
GB_GCA_900016865.1	DTU014 sp900016865
GB_GCA_003497505.1	Sedimentibacter sp003497505
RS_GCF_002892395.1	Stomatobaculum sp002892395
RS_GCF_003050925.1	Pseudomonas_E sp003050925
GB_GCA_001820095.1	2-01-FULL-40-39 sp001820095
GB_GCA_002347925.1	UBA12225 sp002347925
GB_GCA_002352035.1	UBA2796 sp002352035
GB_GCA_002436415.1	UBA6502 sp002436415
RS_GCF_001180165.1	Pelagibacter ubique_P
RS_GCF_000025265.1	Conexibacter woesei
RS_GCF_900112855.1	Pseudobutyrivibrio sp900112855
GB_GCA_002343825.1	UBA2391 sp002343825
GB_GCA_001800135.1	2-02-FULL-39-32 sp001800135
RS_GCF_900104655.1	Rikenella massiliensis
RS_GCF_900111965.1	Flavobacterium swingsii
RS_GCF_001295935.1	Sandarakinorhabdus sp001295935
RS_GCF_003063625.1	RQJ05 sp003063625
RS_GCF_000934605.2	Pandoraea vervacti
RS_GCF_000702705.1	Mycoplasmopsis simbae
RS_GCF_000374145.1	Neomegalonema perideroedes
RS_GCF_000144405.1	Prevotella melaninogenica
RS_GCF_000321185.1	Bacillus_AD massilioanorexius
RS_GCF_002154415.1	Streptomyces angustmyceticus
GB_GCA_002327965.1	UBA2199 sp002327965
GB_GCA_002385835.1	Sedimentibacter sp002385835
GB_GCA_002428365.1	Propionicimonas sp002428365
GB_GCA_002238785.1	Bin76 sp002238785
GB_GCA_000237975.1	Sulfobacillus_A acidophilus
RS_GCF_000195955.2	Mycobacterium tuberculosis
RS_GCF_001423585.1	Xanthomonas sp001423585
RS_GCF_000278235.1	Bartonella vinsonii_B
RS_GCF_001880225.1	CA97-1460 sp001880225
RS_GCF_002846365.1	Nocardia fluminea
RS_GCF_002042905.1	Geobacillus sp002042905
RS_GCF_000308775.1	Nocardia testacea
RS_GCF_000364445.1	Methylobacterium mesophilicum
RS_GCF_900107185.1	Saccharofermentans sp900107185
RS_GCF_000196615.1	Erwinia billingiae
RS_GCF_001280255.1	Thermus aquaticus
RS_GCF_000377905.1	Thioalkalivibrio sp000377905
RS_GCF_000312145.1	Alistipes senegalensis
RS_GCF_001956695.1	Poseidonibacter sp001956695
RS_GCF_900128965.1	Ferrithrix thermotolerans
RS_GCF_000430525.1	Prevotella corporis
RS_GCF_000525675.1	Bdellovibrio bacteriovorus_A
GB_GCA_003246255.1	Demequina lutea_A
GB_GCA_000435615.1	CAG-145 sp000435615
RS_GCF_000401255.1	Xanthomonas maliensis
GB_GCA_002493865.1	UBA7057 sp002493865
GB_GCA_001823695.1	12-FULL-44-12b sp001823695
RS_GCF_000722545.1	Paenibacillus_G tyrfis
GB_GCA_002708345.1	SAT2750 sp002708345
RS_GCF_000341065.1	Nocardiopsis halotolerans
RS_GCF_000738675.1	Serratia nematodiphila
RS_GCF_000829825.1	Magnetospirillum_A magnetotacticum
RS_GCF_001013295.1	Chryseobacterium indologenes_B
GB_GCA_001798855.1	RBG-16-49-23 sp001798855
RS_GCF_900215295.1	Salinimicrobium sediminis
GB_GCA_002363575.1	UBA1067 sp002363575
RS_GCF_001277235.1	Cronobacter dublinensis
RS_GCF_000145275.1	Clostridium_K cellulovorans
GB_GCA_003168355.1	Sulfotelmatobacter sp003168355
GB_GCA_001464065.1	Luteitalea sp001464065
GB_GCA_003533405.1	F23-B02 sp003533405
GB_GCA_003446605.1	UBA4781 sp003446605
RS_GCF_002871795.1	Brachybacterium sp002871795
GB_GCA_900318565.1	RC9 sp900318565
GB_GCA_002375995.1	UBA3571 sp002375995
GB_GCA_001781915.1	C7867-001 sp001781915
RS_GCF_002368075.1	Sphaerospermopsis kisseleviana
GB_GCA_001775355.1	RBG-16-43-9 sp001775355
GB_GCA_900317795.1	UBA1213 sp900317795
RS_GCF_000828715.1	Winogradskyella sp000828715
RS_GCF_000953435.1	Evansia muelleri
RS_GCF_000381125.1	Caldimonas manganoxidans
RS_GCF_001421165.1	Frigoribacterium sp001421165
RS_GCF_002266285.1	Virgibacillus_G indicus
RS_GCF_002902925.1	Paraburkholderia_A terrae
RS_GCF_900110695.1	Virgibacillus_C subterraneus
RS_GCF_000281065.1	Paenarthrobacter sp000281065
RS_GCF_000153285.1	Synechococcus_C sp000153285
RS_GCF_000765905.1	Helicobacter_A trogontum
RS_GCF_900104355.1	Phyllobacterium sp900104355
RS_GCF_000165715.2	Rubinisphaera brasiliensis
RS_GCF_001426905.1	Caulobacter sp001426905
GB_GCA_002483205.1	Flavihumibacter sp002483205
GB_GCA_002281485.1	Sphingomonas sp002281485
GB_GCA_002412775.1	UBA5201 sp002412775
GB_GCA_002345705.1	UBA2284 sp002345705
GB_GCA_002899795.1	BM002 sp002899795
RS_GCF_002952215.1	Porphyrobacter sp002952215
GB_GCA_000970895.1	Arcanobacter lacustris
RS_GCF_001436505.1	Lactobacillus_E rennini
RS_GCF_000276585.1	Pseudomonas_E fluorescens_F
RS_GCF_001687665.2	Planococcus_A donghaensis
RS_GCF_002210095.1	Marinibacterium profundimaris
RS_GCF_900188445.1	Spirillospora meyerae
RS_GCF_900103935.1	Nocardioides szechwanensis
RS_GCF_000340945.1	Nocardiopsis synnemataformans
GB_GCA_002839375.1	Spirochaetae-1 sp002839375
RS_GCF_000282615.1	Bradyrhizobium sp000282615
RS_GCF_000799075.1	Cetobacterium_A sp000799075
RS_GCF_000745835.1	Belnapia moabensis
RS_GCF_000227525.1	Litoricola sp000227525
RS_GCF_001517545.1	Limnohabitans sp001517545
RS_GCF_000705555.1	Marinobacterium sp000705555
GB_GCA_002786165.1	GCA-2786165 sp002786165
GB_GCA_002426025.1	Lentimicrobium sp002426025
GB_GCA_002422135.1	UBA2284 sp002422135
GB_GCA_001791715.1	XYB2-FULL-45-11 sp001791715
RS_GCF_900444995.1	Actinomyces bovis
GB_GCA_003153355.1	PALSA-1335 sp003153355
GB_GCA_002348365.1	UBA2966 sp002348365
RS_GCF_002872085.1	Zhihengliuella halotolerans
RS_GCF_001021045.1	Corynebacterium testudinoris
GB_GCA_002413745.1	Flavobacterium sp002413745
RS_GCF_000831645.3	Lactobacillus_K heilongjiangensis
GB_GCA_900066265.1	Bacteroides sp900066265
GB_GCA_002367355.1	UBA3076 sp002367355
RS_GCF_002846335.1	Janthinobacterium sp002846335
RS_GCF_001552235.1	Actinomadura_B rubrobrunea
RS_GCF_000753715.1	Idiomarina salinarum
GB_GCA_002705485.1	MAG-121220-bin8 sp002705485
GB_GCA_002363955.1	Methylophaga sp002363955
RS_GCF_000686765.1	Streptomyces sp000686765
RS_GCF_003206575.1	Salinicola sp003206575
GB_GCA_003224145.1	UBA7541 sp003224145
RS_GCF_001618145.1	Oceanobacillus damuensis
GB_GCA_002784465.1	UM-FILTER-39-15 sp002784465
GB_GCA_001873665.1	UBA12158 sp001873665
RS_GCF_001639065.2	Vibrio barjaei
RS_GCF_000783305.1	Sphingobacterium sp000783305
GB_GCA_900315695.1	Prevotella sp900315695
RS_GCF_900100795.1	Pseudomonas_E abietaniphila
RS_GCF_000422585.1	Hugenholtzia roseola
RS_GCF_900089075.1	Vaginella massiliensis
RS_GCF_002245215.1	Microbacterium sp002245215
RS_GCF_000177635.2	Desulfurispirillum indicum
RS_GCF_000214135.1	Acinetobacter sp000214135
RS_GCF_001434935.1	Lactobacillus_O uvarum
RS_GCF_000367525.1	Phycicoccus elongata
RS_GCF_000376345.1	Methylobacterium sp000376345
RS_GCF_000195635.1	Bacteroides fluxus
RS_GCF_900101465.1	Nocardioides lianchengensis
GB_GCA_001805105.1	UBA1546 sp001805105
GB_GCA_001873295.1	CG2-30-70-394 sp001873295
GB_GCA_900318755.1	Eubacterium_H sp900318755
GB_GCA_002878215.1	Hydrogenobaculum sp002878215
GB_GCA_002401545.1	Emcibacter sp002401545
GB_GCA_002256115.1	Rhodoferax sp002256115
GB_GCA_002392965.1	UBA1711 sp002392965
GB_GCA_003268025.1	UNC496MF sp003268025
GB_GCA_002771615.1	UM-FILTER-48-10 sp002771615
RS_GCF_900240405.1	Salirhabdus sp900240405
RS_GCF_002934005.1	Cuspidothrix issatschenkoi
RS_GCF_001596155.1	Hymenobacter sp001596155
RS_GCF_000309945.1	JSC-12 sp000309945
RS_GCF_900115665.1	Pseudarcicella hirudinis
RS_GCF_000633595.2	Clostridium_AM drakei
RS_GCF_900095875.1	Caecibacter massiliensis
RS_GCF_002189065.1	Methyloprofundus sp002189065
RS_GCF_000355695.1	Clavibacter nebraskensis
RS_GCF_000764325.1	Vibrio navarrensis
RS_GCF_001421885.1	Pseudomonas_E sp001421885
RS_GCF_000012305.1	Psychrobacter arcticus
RS_GCF_000472945.1	Bradyrhizobium japonicum_D
GB_GCA_002712045.1	GCA-002712045 sp002712045
GB_GCA_003511465.1	UBA11021 sp003511465
GB_GCA_001917905.1	40CM-4-65-8 sp001917905
GB_GCA_002841435.1	HGW-2 sp002841435
GB_GCA_002328405.1	UBA2136 sp002328405
RS_GCF_000701905.1	Proteiniclasticum ruminis
GB_GCA_002792315.1	UBA1450 sp002792315
GB_GCA_002344965.1	UBA2330 sp002344965
GB_GCA_003214815.1	Prochlorococcus_A sp003214815
GB_GCA_003215725.1	AG-409-I11 sp003215725
GB_GCA_002791435.1	GCA-002780085 sp002791435
GB_GCA_002774555.1	PEYC01 sp002774555
RS_GCF_002218085.1	Tolypothrix_C sp002218085
RS_GCF_900114075.1	Brevibacillus sp900114075
GB_GCA_001767575.1	UBA10029 sp001767575
GB_GCA_900317945.1	UBA2810 sp900317945
RS_GCF_001558935.2	Citrobacter_A amalonaticus_D
RS_GCF_000712975.1	Halomonas alkaliantarctica
GB_GCA_001797745.1	RBG-13-52-11 sp001797745
RS_GCF_000019165.1	Heliobacterium modesticaldum
RS_GCF_000335715.1	Vogesella sp000335715
RS_GCF_001969815.1	Bacillus swezeyi
GB_GCA_002299425.1	Methylovulum sp002299425
GB_GCA_002691725.1	UBA12202 sp002691725
GB_GCA_002433675.1	Halomonas salina_B
GB_GCA_002305585.1	UBA1419 sp002305585
GB_GCA_003280245.1	AG-363-J23 sp003280245
RS_GCF_900107985.1	Sphingobacterium lactis
RS_GCF_003259435.1	Chitinophaga dinghuensis
GB_GCA_002890585.1	Tannerella sp002890585
RS_GCF_900115305.1	Algoriphagus ornithinivorans
RS_GCF_001939785.1	Pseudochrobactrum sp001939785
RS_GCF_000378505.1	Halomonas_C lutea
RS_GCF_002165735.1	Rhodococcus sp002165735
RS_GCF_900104695.1	Paenibacillus_E sp900104695
RS_GCF_000764225.1	Colwellia psychrerythraea_D
RS_GCF_000711875.1	Andreprevotia chitinilytica
RS_GCF_002174125.1	Acinetobacter populi
RS_GCF_002161175.1	Lawsonibacter sp002161175
RS_GCF_000759855.1	Prochlorococcus_A marinus_N
RS_GCF_001402875.1	Blastochloris viridis
RS_GCF_002813125.1	Muricauda sp002813125
RS_GCF_001547895.1	Pseudomonas_E sp001547895
RS_GCF_900166655.1	Halobacillus_A hunanensis
GB_GCA_002699695.2	GCA-002705045 sp002699695
GB_GCA_002422095.1	Flavobacterium sp002422095
GB_GCA_002391105.1	Eubacterium_Q sp002391105
GB_GCA_002707785.1	GCA-2707785 sp002707785
RS_GCF_002953135.1	Sphingobium sp002953135
GB_GCA_001889965.1	CG10-46-32 sp001889965
RS_GCF_002901445.1	Deinococcus koreensis
GB_GCA_002286735.1	Phormidesmis sp002286735
RS_GCF_001584615.1	Brevibacterium ravenspurgense
RS_GCF_900167155.1	Enterovibrio_A nigricans
GB_GCA_001874365.1	Psychrobium sp001874365
RS_GCF_000156715.1	Francisella philomiragia
RS_GCF_001612725.1	Nocardia anaemiae
GB_GCA_002402005.1	OCS116 sp002402005
RS_GCF_001277215.2	Cronobacter malonaticus
RS_GCF_001038425.2	Ornithinibacillus_B contaminans
RS_GCF_001999725.1	Cellulophaga sp001999725
RS_GCF_000718255.1	Spirillospora albida
RS_GCF_002282895.1	Paraferrimonas haliotis
RS_GCF_000173355.1	Anaerococcus hydrogenalis
RS_GCF_000938975.1	Streptomyces iranensis
RS_GCF_002843355.1	Colwellia echini
RS_GCF_000971295.1	Devosia epidermidihirudinis
RS_GCF_900099655.1	Planomicrobium glaciei
GB_GCA_002238555.1	Bin34 sp002238555
RS_GCF_000185365.1	Enterococcus_G italicus
RS_GCF_001557325.1	Porphyrobacter donghaensis_B
RS_GCF_000749845.1	Pectobacterium betavasculorum
GB_GCA_002085085.1	4484-230 sp002085085
GB_GCA_002479495.1	Brevundimonas sp002479495
GB_GCA_002162815.1	50-400-T64 sp002162815
GB_GCA_900313715.1	UBA2918 sp900313715
GB_GCA_000436795.1	Bacteroides_A sp000436795
GB_GCA_000437895.1	CAG-914 sp000437895
GB_GCA_002085215.1	4484-276 sp002085215
GB_GCA_002878055.1	Thermodesulfovibrio aggregans_A
GB_GCA_003231975.1	SZUA-35 sp003231975
GB_GCA_001464835.1	Pseudolabrys sp001464835
GB_GCA_002695025.1	Owenweeksia sp002695025
GB_GCA_003162425.1	Palsa-89 sp003162425
RS_GCF_001612945.1	Nocardia inohanensis
RS_GCF_900046455.1	Cellulomonas timonensis
GB_GCA_900079765.1	Pseudoflavonifractor sp900079765
RS_GCF_900107455.1	Asanoa ishikariensis
RS_GCF_000702545.1	Selenomonas_B ruminantium
RS_GCF_000429465.1	Algoriphagus vanfongensis
RS_GCF_900101625.1	Cupriavidus sp900101625
GB_GCA_002718935.1	UBA1100 sp002718935
GB_GCA_003171065.1	Fen-1039 sp003171065
GB_GCA_002162955.1	42-54-T18 sp002162955
GB_GCA_001510135.1	HIMB11 sp001510135
GB_GCA_002494215.1	UBA4372 sp002494215
GB_GCA_002737705.1	UBA955 sp002737705
RS_GCF_900291975.1	Agathobaculum sp900291975
GB_GCA_003097615.1	UBA6769 sp003097615
GB_GCA_003094555.1	Thiodiazotropha sp003094555
RS_GCF_003233725.1	Mesonia sp003233725
GB_GCA_003230965.1	SZUA-124 sp003230965
GB_GCA_001774495.1	UBA12079 sp001774495
GB_GCA_002413835.1	UBA4665 sp002413835
GB_GCA_002727195.1	UBA2968 sp002727195
RS_GCF_000238275.2	Pseudoalteromonas undina
GB_GCA_003151955.1	PALSA-743 sp003151955
RS_GCF_000943545.1	Paenibacillus terrae_A
RS_GCF_001938985.1	Allorhizobium taibaishanense
RS_GCF_000755185.1	Corynebacterium sp000755185
RS_GCF_002312805.1	Sphingobium sp002312805
RS_GCF_000025345.1	Geodermatophilus obscurus
RS_GCF_002161525.1	Sellimonas sp002161525
GB_GCA_001797675.1	RBG-13-43-22 sp001797675
RS_GCF_900099895.1	Paenibacillus_G naphthalenovorans
GB_GCA_001799895.1	UBA9959 sp001799895
GB_GCA_000431535.1	Eubacterium_R sp000431535
GB_GCA_002451175.1	2-02-FULL-66-14 sp002451175
RS_GCF_003003255.1	Pseudoruegeria_D haliotis
GB_GCA_003212755.1	Prochlorococcus_A sp003212755
GB_GCA_900316025.1	CAG-964 sp900316025
GB_GCA_003260975.1	Echinicola strongylocentroti
GB_GCA_003157775.1	Fen-1137 sp003157775
GB_GCA_003485185.1	UBA12270 sp003485185
RS_GCF_001559795.1	Streptobacillus hongkongensis
GB_GCA_001313065.1	Silvimonas sp001313065
GB_GCA_003235465.1	SZUA-259 sp003235465
RS_GCF_001940165.1	Roseburia sp001940165
GB_GCA_001577345.1	Gallionella acididurans
RS_GCF_001625365.1	Kitasatospora sp001625365
RS_GCF_000261345.2	Streptomyces globisporus_C
RS_GCF_002162035.1	Sulfuriferula sp002162035
RS_GCF_000423785.1	Tetragenococcus muriaticus
RS_GCF_000482725.1	Psychromonas arctica
RS_GCF_002332425.1	Brachybacterium alimentarium
RS_GCF_001425865.1	Rhizobacter sp001425865
GB_GCA_003221375.1	AV55 sp003221375
GB_GCA_002706445.1	Erythrobacter sp002706445
GB_GCA_002336815.1	Ferruginibacter sp002336815
GB_GCA_002310055.1	UBA1206 sp002310055
